-0.011063503	-0.022938194	-0.059192643	-0.039204676	0.047783233	0.042061966	-0.06220198	0.016827583	-0.04193456	0.0471421	0.03942701	-0.032062676	0.017715167	0.094471775	-0.01005074	0.024353528
0.019753722	-0.036155466	-0.120459385	-0.08278375	0.14858393	-0.044424277	-0.1596849	0.18896471	-0.1017767	-0.031866457	-0.057322424	-0.14759275	-0.112579666	0.16370617	-0.0720003	0.0473785
0.17180754	-0.028398626	-0.2059309	-0.04578777	0.17502092	-0.1387041	-0.15775058	0.226653	-0.25783086	-0.08606835	-0.17954037	-0.27258214	-0.039223593	0.2530406	-0.14005193	0.09680311
-0.41043898	-0.39922738	0.52275085	0.55580574	-0.60277	0.5241852	0.4908923	-0.5121448	0.5639289	0.4179604	0.5417738	0.55424786	0.5904481	-0.6718498	0.29487157	-0.5079251
-0.07581495	-0.24665762	-0.018599506	0.24044813	-0.068245195	0.12487791	0.06281368	-0.020753846	0.048916705	0.19165662	0.08771914	0.08534854	0.14880225	-0.017016232	0.06622961	-0.12345849
0.10059075	0.0706138	-0.091544464	-0.122053415	0.07753707	-0.045104057	-0.120059855	0.05568642	-0.114520825	-0.056437	-0.14264996	-0.11602177	-0.10487481	0.06026212	-0.11499075	0.12753558
-0.4066627	-0.4268712	0.47244024	0.51775783	-0.49216166	0.4808891	0.38229826	-0.48959872	0.5095369	0.4201247	0.4641577	0.47847795	0.48899454	-0.61853737	0.3497902	-0.49382874
0.042849645	0.005744206	-0.1294354	0.03255338	0.050910447	-0.083988585	-0.13322186	0.12834227	-0.06512841	-0.0628611	-0.07200421	-0.12503661	0.0015443189	0.046019655	-0.08385079	-0.030034041
-0.42902803	-0.4418869	0.4902108	0.49466667	-0.502223	0.4738889	0.42101043	-0.45420337	0.4983914	0.42301616	0.5107356	0.4728455	0.49806762	-0.57712275	0.2777836	-0.49646312
-0.016338058	0.07846595	-0.007459483	-0.07869961	-0.060499556	-0.033560317	0.007182484	-0.048503064	0.060587894	-0.0915744	-0.013325309	-0.0320331	-0.08759782	0.06377566	-0.026096676	0.100642465
-0.44819316	-0.39523542	0.46745187	0.46346137	-0.5293657	0.44001013	0.40807316	-0.47542882	0.4222272	0.3550835	0.50678754	0.50711465	0.4641416	-0.53836346	0.2848282	-0.36919114
0.073127545	0.00014204663	-0.05317723	-0.05821356	0.0552609	-0.031217009	-0.05337591	0.017796328	-0.10084056	0.014941097	-0.040118415	-0.027179237	-0.047917627	0.11158796	0.023461623	0.07396912
-0.19494596	-0.18759343	0.30278274	0.34135267	-0.31185874	0.22758146	0.21616153	-0.27436027	0.32487443	0.22428957	0.27958098	0.26751655	0.3189905	-0.37314782	0.19799718	-0.25319728
0.33384636	0.47268406	-0.42218494	-0.53798515	0.48667276	-0.4535833	-0.35286805	0.4319104	-0.39374512	-0.41627207	-0.38810903	-0.5167411	-0.5273859	0.50851536	-0.29558524	0.47106463
0.07328019	-0.0770664	-0.056843776	-0.0029242684	0.036513645	-0.038125224	-0.09327001	0.074210875	-0.027279174	0.027263245	-0.036047146	-0.08169443	-0.024218852	0.07165838	-0.03497526	0.032459296
